Result Log 
Problem Instance Path = ../problem1.txt 
Random Seed = 1506277510.954299 
Initialization = {'Uniform_Random': 1 }
Parent_Selection = {'Fitness_Proportional_Selection': 0,'k-Tournament_Selection_with_replacement': 1}
Survival_Selection = {'Truncation': 0, 'k-Tournament_Selection_without_replacement': 1}
Termination = {'Number_of_evals': 1, 'no_change_in_average_population_fitness_for_n_generations': 0, 'no_change_in_best_fitness_in_population_for_n_generations': 0}
Parameters used = {'fitness evaluations': 100, 'number of runs': 30, 'problem solution location': 'solutions/prob1_EA_solution.txt', 'mutation_rate': 0.1, 'μ': 150, 'λ': 75}

Run 1
150	 5.066666666666666	15
1	5.0	6
2	3.3	6
3	4.4	7
4	4.7	9
5	3.9	4
6	4.0	4
7	4.0	4
8	2.5	4
9	2.7	4
10	4.0	4

Run 2
150	 4.2	13
1	2.0	2
2	2.0	2
3	2.0	2
4	2.8	10
5	2.0	2
6	2.0	2
7	3.5	5
8	2.2	5
9	1.8	2
10	2.0	2

Run 3
150	 4.48	15
1	6.8	14
2	6.8	10
3	7.9	10
4	11.2	14
5	6.4	7
6	6.7	9
7	7.0	7
8	8.0	14
9	8.3	14
10	5.1	7

Run 4
150	 4.76	19
1	11.4	17
2	11.9	20
3	12.6	19
4	15.5	19
5	14.4	21
6	13.3	19
7	9.3	20
8	15.7	19
9	5.9	19
10	15.7	20

Run 5
150	 4.866666666666666	21
1	5.0	5
2	4.7	5
3	5.4	6
4	4.0	6
5	5.4	7
6	4.8	7
7	5.0	5
8	5.1	10
9	4.4	5
10	4.5	5

Run 6
150	 4.466666666666667	15
1	0.5	1
2	4.0	6
3	1.0	1
4	1.4	5
5	3.0	6
6	2.9	6
7	1.3	5
8	1.7	6
9	2.5	6
10	2.0	6

Run 7
150	 5.4	22
1	7.0	13
2	9.1	16
3	10.2	13
4	6.5	9
5	5.9	8
6	7.7	9
7	7.4	8
8	9.8	13
9	7.8	9
10	7.7	13

Run 8
150	 5.066666666666666	19
1	0.1	1
2	0.2	1
3	0.2	1
4	0.2	1
5	0.2	1
6	0.2	1
7	0.0	0
8	0.0	0
9	0.0	0
10	0.4	2

Run 9
150	 4.74	21
1	0.9	1
2	1.0	1
3	1.1	2
4	1.0	1
5	1.2	2
6	1.0	1
7	1.0	1
8	1.6	4
9	1.0	1
10	1.0	1

Run 10
150	 4.433333333333334	17
1	1.3	4
2	1.2	4
3	0.0	0
4	0.0	0
5	0.3	1
6	0.3	1
7	0.6	1
8	0.1	1
9	0.7	7
10	0.0	0

Run 11
150	 4.8533333333333335	18
1	3.1	6
2	2.7	3
3	4.0	8
4	2.1	3
5	3.0	3
6	3.0	3
7	5.5	9
8	4.2	7
9	4.7	8
10	3.0	3

Run 12
150	 4.666666666666667	15
1	4.5	6
2	5.2	10
3	4.0	5
4	4.2	5
5	4.0	4
6	3.7	4
7	4.4	10
8	3.7	4
9	3.4	5
10	4.2	5

Run 13
150	 4.58	17
1	6.4	7
2	6.8	7
3	6.1	7
4	6.2	7
5	8.3	13
6	6.4	7
7	6.7	8
8	4.8	8
9	7.0	7
10	5.5	7

Run 14
150	 5.053333333333334	21
1	7.3	9
2	8.4	11
3	5.5	16
4	2.9	5
5	7.7	11
6	6.1	9
7	7.4	13
8	6.6	8
9	7.8	11
10	6.0	8

Run 15
150	 4.546666666666667	17
1	8.3	11
2	13.8	20
3	6.6	11
4	9.4	11
5	8.3	11
6	10.1	11
7	11.2	20
8	8.6	11
9	10.8	18
10	10.0	20

Run 16
150	 5.206666666666667	26
1	4.8	5
2	2.6	5
3	5.4	6
4	4.0	5
5	8.4	15
6	4.2	7
7	5.2	6
8	3.9	12
9	3.7	5
10	4.5	5

Run 17
150	 4.833333333333333	20
1	6.1	9
2	1.7	5
3	3.0	5
4	5.1	6
5	5.3	8
6	5.0	5
7	4.4	8
8	5.3	8
9	4.7	8
10	4.9	6

Run 18
150	 5.02	18
1	3.2	5
2	3.3	4
3	2.7	4
4	4.6	22
5	3.1	6
6	3.0	3
7	3.2	6
8	3.4	4
9	4.6	5
10	2.8	6

Run 19
