Result Log 
Problem Instance Path = ../problem3.txt 
Random Seed = 1506293074.34801 
Initialization = {'Uniform_Random': 1 }
Parent_Selection = {'Fitness_Proportional_Selection': 0,'k-Tournament_Selection_with_replacement': 1}
Survival_Selection = {'Truncation': 0, 'k-Tournament_Selection_without_replacement': 1}
Termination = {'Number_of_evals': 0, 'no_change_in_average_population_fitness_for_n_generations': 0, 'no_change_in_best_fitness_in_population_for_n_generations': 1}
Parameters used = {'fitness evaluations': 10000, 'number of runs': 30, 'problem solution location': 'solutions/prob3_EA_solution.txt', 'mutation_rate': 0.1, 'μ': 150, 'λ': 75}

Run 1
150	 12	45
1	17	21
2	22	21
3	20	21
4	18	21
5	17	21
6	16	22
7	16	22
8	16	22
9	16	22
10	16	22
11	16	22
12	16	22
13	15	22
14	15	22
15	15	22
16	15	22
17	15	22
18	15	22
19	15	22
20	15	22
21	15	22
22	15	22
23	15	22
24	15	50
25	15	50
26	15	50
27	15	50
28	15	50
29	15	50
30	15	50
31	15	50
32	15	50
33	15	50
34	15	50
35	15	50
36	15	50
37	15	50
38	15	50
39	15	50
40	15	50
41	15	50
42	15	50
43	15	50
44	15	50
45	15	50
46	15	50
47	15	50
48	16	50
49	16	50
50	16	50
51	15	50
52	16	50
53	16	50
54	16	50
55	16	50
56	16	50
57	16	50
58	16	50
59	16	50
60	16	50
61	16	50
62	16	50
63	16	50
64	16	50
65	16	50
66	16	50
67	16	50
68	16	50
69	16	50
70	16	50
71	16	50
72	16	50
73	16	50

Run 2
150	 11	39
1	5	13
2	6	13
3	7	20
4	6	20
5	6	20
6	5	20
7	5	20
8	5	20
9	5	20
10	5	20
11	5	20
12	4	20
13	5	27
14	5	27
15	5	27
16	5	27
17	6	28
18	5	28
19	5	28
20	5	28
21	5	28
22	5	28
23	5	28
24	5	28
25	5	28
26	5	28
27	5	28
28	5	28
29	5	28
30	5	28
31	5	28
32	5	28
33	5	28
34	5	28
35	5	28
36	5	28
37	5	28
38	5	28
39	5	28
40	5	28
41	5	28
42	5	28
43	5	28
44	5	28
45	5	28
46	5	28
47	5	28
48	5	28
49	5	28
50	5	28
51	5	28
52	5	28
53	5	28
54	5	28
55	5	28
56	5	28
57	5	28
58	5	28
59	5	28
60	5	28
61	5	28
62	5	28
63	5	28
64	5	28
65	5	28
66	5	28

Run 3
150	 11	43
1	4	12
2	7	30
3	7	30
4	6	30
5	5	30
6	5	30
7	4	30
8	4	30
9	4	30
10	4	30
11	4	30
12	4	30
13	4	30
14	4	30
15	4	30
16	4	30
17	4	30
18	4	30
19	4	30
20	4	30
21	4	30
22	4	30
23	4	30
24	4	30
25	4	30
26	4	30
27	4	30
28	4	30
29	4	30
30	4	30
31	4	30
32	4	30
33	4	31
34	4	31
35	4	31
36	4	31
37	4	31
38	4	31
39	4	31
40	4	31
41	4	31
42	4	31
43	4	31
44	4	31
45	4	31
46	4	31
47	4	31
48	4	31
49	4	31
50	4	31
51	4	31
52	4	31
53	4	31
54	4	31
55	4	31
56	4	31
57	4	31
58	4	31
59	4	31
60	4	31
61	4	31
62	4	31
63	4	31
64	4	31
65	4	31
66	4	31
67	4	31
68	4	31
69	4	31
70	4	31
71	4	31
72	4	31
73	4	31
74	4	31
75	4	31
76	4	31
77	4	31
78	4	31
79	4	31
80	4	31
81	4	31
82	4	31

Run 4
150	 11	44
1	15	26
2	23	26
3	23	26
4	21	26
5	19	26
6	19	26
7	18	26
8	17	26
9	16	26
10	16	26
11	16	26
12	16	27
13	16	27
14	15	27
15	16	27
16	15	27
17	15	27
18	15	27
19	15	27
20	15	27
21	15	27
22	15	27
23	15	27
24	15	27
25	15	31
26	15	31
27	15	31
28	15	31
29	16	31
30	16	31
31	16	31
32	16	31
33	16	31
34	16	31
35	16	31
36	16	31
37	16	31
38	15	31
39	15	31
40	15	31
41	15	31
42	15	31
43	15	43
44	15	43
45	15	43
46	15	43
47	15	43
48	15	43
49	15	43
50	15	43
51	15	43
52	15	43
53	15	43
54	15	43
55	15	43
56	15	43
57	15	43
58	15	43
59	15	43
60	15	43
61	15	43
62	15	43
63	15	43
64	15	43
65	15	43
66	15	43
67	15	43
68	15	43
69	15	43
70	15	43
71	15	43
72	15	43
73	15	43
74	15	43
75	15	43
76	15	43
77	15	43
78	15	43
79	15	43
80	15	43
81	15	43
82	15	43
83	15	43
84	15	43
85	15	43
86	15	43
87	15	43
88	15	43
89	15	43
90	15	43
91	15	43
92	15	43

Run 5
150	 12	36
1	12	16
2	18	16
3	18	16
4	16	16
5	15	16
6	16	41
7	15	41
8	15	41
9	15	41
10	15	41
11	15	41
12	15	41
13	15	41
14	15	41
15	14	41
16	14	41
17	14	41
18	14	41
19	14	41
20	14	41
21	14	41
22	13	41
23	13	41
24	13	41
25	13	41
26	13	41
27	13	41
28	13	41
29	13	41
30	13	41
31	13	41
32	13	41
33	13	41
34	13	41
35	13	41
36	13	41
37	13	41
38	13	41
39	13	41
40	13	41
41	13	41
42	13	41
43	13	41
44	13	41
45	13	41
46	13	41
47	13	41
48	13	41
49	13	41
50	13	41
51	13	41
52	13	41
53	13	41
54	13	41
55	13	41

Run 6
150	 13	55
1	14	23
2	21	34
3	22	34
4	20	34
5	19	34
6	18	34
7	18	34
8	18	34
9	18	34
10	18	34
11	17	34
12	17	34
13	17	34
14	16	34
15	16	34
16	16	34
17	16	34
18	16	34
19	16	34
20	15	34
21	15	34
22	15	34
23	15	34
24	15	34
25	15	34
26	15	34
27	15	34
28	15	34
29	14	34
30	15	34
31	15	34
32	14	34
33	14	34
34	14	34
35	14	34
36	14	34
37	14	34
38	14	34
39	15	34
40	15	34
41	14	34
42	14	34
43	14	34
44	14	34
45	14	34
46	15	34
47	14	34
48	14	34
49	14	34
50	14	34
51	14	34

Run 7
150	 11	44
1	29	34
2	39	34
3	37	34
4	33	34
5	29	34
6	27	34
7	26	34
8	26	34
9	25	34
10	26	34
11	26	34
12	25	34
13	25	34
14	25	34
15	24	34
16	23	34
17	23	34
18	23	34
19	23	34
20	23	34
21	23	34
22	23	34
23	23	34
24	23	34
25	22	34
26	22	34
27	22	34
28	22	34
29	22	34
30	22	34
31	22	34
32	22	34
33	22	34
34	21	34
35	21	34
36	21	34
37	21	34
38	21	34
39	21	34
40	21	34
41	21	34
42	21	34
43	21	34
44	21	34
45	21	34
46	21	34
47	21	34
48	21	34
49	21	34
50	21	34

Run 8
150	 11	37
1	7	12
2	12	12
3	11	12
4	9	12
5	8	12
6	7	12
7	7	12
8	7	14
9	7	14
10	7	22
11	7	22
12	7	22
13	7	22
14	7	22
15	7	22
16	6	22
17	6	22
18	6	22
19	6	22
20	6	22
21	6	22
22	6	22
23	6	22
24	6	22
25	6	22
26	6	22
27	6	22
28	6	22
29	6	22
30	6	22
31	6	22
32	6	22
33	6	22
34	6	22
35	6	25
36	6	25
37	6	25
38	6	25
39	6	25
40	6	25
41	6	25
42	6	25
43	6	25
44	6	25
45	6	25
46	6	25
47	6	25
48	6	25
49	6	25
50	6	25
51	6	25
52	6	25
53	6	25
54	6	25
55	6	25
56	6	25
57	6	25
58	6	25
59	6	25
60	6	25
61	6	25
62	6	25
63	6	25
64	6	25
65	6	25
66	6	25
67	6	25
68	6	25
69	6	25
70	6	25
71	6	25
72	6	25
73	6	25
74	6	25
75	6	25
76	6	25
77	6	25
78	6	25
79	6	25
80	6	25
81	6	25
82	6	25
83	6	25
84	6	25

Run 9
150	 12	39
1	11	16
2	18	17
3	20	17
4	19	23
5	18	29
6	16	29
7	16	29
8	16	29
9	15	29
10	14	29
11	14	29
12	14	29
13	14	29
14	14	29
15	14	29
16	14	29
17	14	29
18	14	29
19	14	29
20	14	29
21	14	29
22	14	29
23	14	29
24	14	29
25	14	29
26	14	29
27	14	32
28	14	32
29	14	32
30	14	32
31	14	32
32	14	32
33	14	32
34	14	32
35	14	32
36	14	32
37	14	32
38	14	32
39	14	32
40	14	32
41	14	32
42	14	32
43	14	32
44	14	32
45	14	32
46	14	32
47	14	32
48	14	32
49	14	32
50	14	32
51	14	32
52	14	32
53	14	32
54	14	32
55	14	32
56	14	32
57	14	32
58	14	32
59	14	32
60	14	32
61	14	32
62	14	32
63	14	32
64	14	32
65	14	32
66	14	32
67	14	32
68	14	32
69	14	32
70	14	32
71	14	32
72	14	32
73	14	32
74	14	32
75	14	32
76	14	32

Run 10
150	 12	54
1	16	26
2	22	26
3	20	26
4	17	26
5	15	26
6	14	26
7	14	26
8	14	26
9	14	26
10	14	26
11	14	26
12	14	26
13	14	26
14	14	35
15	14	35
16	14	35
17	14	35
18	14	35
19	14	35
20	14	35
21	14	35
22	14	35
23	14	35
24	14	35
25	14	35
26	14	35
27	14	35
28	14	35
29	14	35
30	14	35
31	14	35
32	14	35
33	14	35
34	14	35
35	14	35
36	14	35
37	14	35
38	14	35
39	14	35
40	14	35
41	14	35
42	14	35
43	14	35
44	14	35
45	14	35
46	14	35
47	14	35
48	14	35
49	14	35
50	14	35
51	14	35
52	14	35
53	14	35
54	14	35
55	14	35
56	14	35
57	14	35
58	14	35
59	14	35
60	14	35
61	14	35
62	14	35
63	14	35

Run 11
150	 10	40
1	5	7
2	8	7
3	8	9
4	7	11
5	7	11
6	6	11
