Solution File 

362, 0, 0
569, 21, 0
599, 15, 2
226, 24, 1
34, 11, 1
251, 13, 3
130, 1, 0
239, 8, 3
228, 16, 2
268, 11, 1
518, 13, 0
356, 24, 1
273, 18, 0
236, 13, 1
329, 16, 1
607, 10, 3
637, 15, 2
301, 27, 0
302, 18, 2
683, 7, 3
161, 24, 1
102, 17, 3
225, 28, 0
336, 16, 3
199, 19, 1
381, 19, 1
341, 4, 3
61, 27, 0
127, 21, 0
424, 25, 0
201, 16, 2
623, 13, 0
120, 13, 1
305, 15, 1
465, 25, 2
48, 7, 1
160, 6, 1
329, 25, 3
494, 13, 3
371, 7, 2
178, 0, 0
227, 20, 3
314, 22, 1
169, 26, 2
477, 25, 3
519, 19, 0
309, 6, 3
169, 9, 3
186, 19, 2
557, 4, 3
328, 7, 1
268, 12, 0
52, 13, 0
139, 7, 2
68, 27, 1
664, 15, 2
487, 11, 3
459, 23, 3
689, 19, 2
117, 12, 0
472, 9, 2
564, 3, 0
71, 22, 2
249, 20, 1
538, 23, 1
288, 20, 2
378, 13, 1
450, 22, 0
542, 8, 0
201, 27, 0
175, 18, 3
269, 17, 1
443, 12, 3
362, 18, 2
77, 16, 0
64, 9, 3
398, 26, 3
507, 17, 2
570, 25, 2
53, 7, 2
411, 1, 1
569, 20, 3
657, 2, 3
310, 6, 1
448, 13, 0
317, 20, 3
241, 5, 2
295, 21, 0
146, 8, 3
652, 24, 0
644, 12, 1
331, 14, 2
606, 11, 0
364, 10, 3
83, 14, 0
331, 15, 2
588, 18, 3
394, 10, 3
262, 11, 3
239, 2, 2
