Solution File 

711, 15, 1
561, 18, 2
501, 24, 0
165, 22, 3
274, 0, 0
612, 16, 1
95, 25, 1
280, 27, 1
381, 28, 1
503, 8, 0
589, 9, 2
537, 12, 3
302, 20, 2
223, 14, 1
444, 16, 3
151, 11, 1
82, 0, 2
184, 1, 1
579, 26, 0
519, 15, 3
235, 1, 2
727, 9, 3
149, 7, 2
459, 19, 2
186, 2, 0
698, 18, 3
329, 27, 2
599, 25, 1
699, 24, 1
453, 7, 3
63, 17, 1
264, 11, 0
162, 18, 2
327, 14, 0
240, 25, 2
213, 20, 2
633, 21, 3
371, 11, 1
689, 12, 2
473, 4, 0
716, 6, 3
675, 28, 0
692, 1, 1
224, 1, 2
356, 7, 0
136, 12, 1
365, 21, 1
235, 8, 1
142, 20, 3
251, 7, 1
336, 24, 3
594, 25, 3
398, 26, 2
273, 12, 1
177, 13, 0
679, 12, 0
123, 18, 2
88, 20, 0
649, 13, 1
650, 7, 1
403, 8, 2
444, 4, 0
103, 4, 0
242, 10, 2
420, 26, 2
360, 17, 0
526, 6, 2
363, 27, 0
300, 3, 1
49, 13, 3
528, 10, 0
529, 2, 0
205, 18, 3
157, 2, 0
439, 4, 0
138, 4, 0
303, 26, 0
647, 22, 1
607, 19, 1
117, 5, 0
431, 26, 1
380, 1, 3
632, 0, 0
386, 21, 3
153, 25, 1
627, 13, 0
198, 4, 2
159, 23, 0
637, 15, 3
660, 12, 2
546, 5, 3
571, 15, 3
338, 13, 1
652, 14, 0
491, 25, 1
619, 8, 0
573, 4, 2
461, 24, 2
411, 12, 3
483, 23, 1
